Unnamed: 0,Airline Name,Overall_Rating,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Value For Money,Recommended
3293,AirAsia India,1,Business,Economy Class,Mumbai to Bangalore,Aug-19,1,1,1,1,1,1,no
3294,AirAsia India,3,Business,Economy Class,Hyderabad to Mumbai,Jul-19,3,3,3,1,1,2,no
3295,AirAsia India,3,Solo Leisure,Economy Class,Hyderabad to Delhi,Jul-19,3,3,2,3,1,2,no
3296,AirAsia India,2,Family Leisure,Economy Class,Kochi to Mumbai,Jul-19,1,1,1,1,1,1,no
3297,AirAsia India,1,Solo Leisure,Economy Class,Delhi to Hyderabad,Jun-19,1,1,1,1,1,1,no
3298,AirAsia India,1,Solo Leisure,Economy Class,Delhi to Hyderabad,Jun-19,2,1,1,1,1,1,no
3299,AirAsia India,8,Family Leisure,Economy Class,Kolkata to Bangalore,Jun-19,4,5,2,2,1,3,yes
3300,AirAsia India,1,Business,Economy Class,Pune to Delhi,May-19,,,1,1,1,1,no
3301,AirAsia India,1,Family Leisure,Economy Class,Hyderabad to Delhi,Mar-19,1,,1,1,1,1,no
3302,AirAsia India,3,Business,Economy Class,Bengaluru to Delhi,Apr-19,1,3,1,2,1,2,no
3303,AirAsia India,1,Solo Leisure,Economy Class,Hyderabad to Delhi,Mar-19,2,2,3,1,1,2,no
3304,AirAsia India,1,Solo Leisure,Economy Class,Guwahati to Delhi,Feb-19,,,1,1,1,1,no
3305,AirAsia India,8,Family Leisure,Economy Class,Guwahati to Bangalore,Jan-19,4,5,5,5,1,4,yes
3306,AirAsia India,6,Couple Leisure,Economy Class,Indore to Goa,Dec-18,4,1,1,4,1,3,no
3307,AirAsia India,8,Solo Leisure,Economy Class,Bangalore to Kochi,Jan-19,5,5,4,5,1,5,yes
3308,AirAsia India,1,Solo Leisure,Economy Class,Ranchi to Bangalore,Nov-18,1,1,1,1,1,1,no
3309,AirAsia India,9,Family Leisure,Economy Class,Goa to Hyderabad,Nov-18,5,5,5,5,1,5,yes
3310,AirAsia India,1,Solo Leisure,Economy Class,Bangalore to Hyderabad,Nov-18,1,2,1,1,1,1,no
3311,AirAsia India,2,Solo Leisure,Economy Class,Pune to Kolkata,Oct-18,1,2,1,1,1,1,no
3312,AirAsia India,1,Business,Economy Class,Chennai to Kochi,Oct-18,,,1,,1,1,no
3313,AirAsia India,1,Family Leisure,Economy Class,Goa to New Delhi,Oct-18,2,2,1,1,1,1,no
3314,AirAsia India,1,Couple Leisure,Economy Class,Delhi to Kuala Lumpur,Sep-18,4,5,1,5,1,5,yes
3315,AirAsia India,1,Business,Economy Class,Jaipur to Bangalore,Jul-18,1,3,3,3,1,1,no
3316,AirAsia India,1,Family Leisure,Economy Class,Jaipur to Pune,Jul-18,2,2,1,1,1,1,no
3317,AirAsia India,2,Couple Leisure,Economy Class,Bangalore to Delhi,Jun-18,3,3,1,1,1,1,no
3318,AirAsia India,1,Family Leisure,Economy Class,Vishakhapatnam to Bangalore,May-18,1,1,1,1,1,1,no
3319,AirAsia India,1,Couple Leisure,Economy Class,Bengaluru to Chennai,May-18,1,3,1,1,1,1,no
3320,AirAsia India,5,Family Leisure,Economy Class,Hyderabad to Banglore,Apr-18,3,1,1,1,2,3,yes
3321,AirAsia India,2,Couple Leisure,Economy Class,Guwahati to Delhi,Apr-18,1,1,1,1,1,1,no
3322,AirAsia Philippines,1,Couple Leisure,Economy Class,Osaka to Manila,Jul-23,1,,1,1,1,1,no
3323,AirAsia Philippines,1,Family Leisure,Economy Class,Cebu to Singapore,Nov-22,,,1,,1,1,no
3324,AirAsia Philippines,2,Solo Leisure,Economy Class,Manila to Tokyo Narita,May-23,1,1,1,2,1,2,no
3325,AirAsia Philippines,1,Couple Leisure,Economy Class,Tacloban to Manila,Apr-23,2,1,1,1,1,3,no
3326,AirAsia Philippines,1,Couple Leisure,Economy Class,Manila to Phuket via Kuala Lumpur,Apr-23,1,2,1,1,1,1,no
3327,AirAsia Philippines,3,Business,Economy Class,Manila to Caticlan,Apr-23,1,3,3,1,1,1,no
3328,AirAsia Philippines,3,Family Leisure,Economy Class,Manila to Bangkok,Apr-23,3,3,1,2,1,2,no
3329,AirAsia Philippines,1,Solo Leisure,Economy Class,Boracay to Manila,Nov-22,1,1,1,1,1,1,no
3330,AirAsia Philippines,1,Solo Leisure,Economy Class,Iloilo to Manila,Nov-22,1,1,1,1,1,1,no
3331,AirAsia Philippines,5,Couple Leisure,Economy Class,Boracay to Manila,Oct-22,3,5,2,1,1,3,no
3332,AirAsia Philippines,9,Couple Leisure,Economy Class,Manila to Caticlan Boracay,Oct-22,5,5,1,5,1,5,yes
3333,AirAsia Philippines,1,Solo Leisure,Economy Class,Manila to Tagbilaran,Sep-22,,,1,,1,1,no
3334,AirAsia Philippines,1,Solo Leisure,Economy Class,Manila to Tacloban,Sep-22,1,,1,1,1,1,no
3335,AirAsia Philippines,4,Solo Leisure,Economy Class,Bacolod to Manila,Aug-22,2,2,1,1,1,2,no
3336,AirAsia Philippines,1,Couple Leisure,Economy Class,Manila to Cebu,Aug-22,1,3,1,2,1,1,no
3337,AirAsia Philippines,1,Solo Leisure,Economy Class,Osaka to Manila,Jul-22,,,1,,1,1,no
3338,AirAsia Philippines,3,Family Leisure,Economy Class,Clark to Caticlan,Apr-22,3,3,1,3,1,3,no
3339,AirAsia Philippines,1,Solo Leisure,Economy Class,Manila to Cebu,Jun-22,1,,1,1,1,1,no
3340,AirAsia Philippines,3,Family Leisure,Economy Class,Manila to Panglao,Jul-22,1,1,1,1,1,3,no
3341,AirAsia Philippines,2,Solo Leisure,Economy Class,Manila to Davao,Jul-22,2,3,1,1,1,2,yes
3342,AirAsia Philippines,1,Solo Leisure,Economy Class,Cebu to Davao,Jun-22,,,1,1,1,3,no
3343,AirAsia Philippines,1,Solo Leisure,Economy Class,Cagayan to Manila,May-22,2,2,1,1,1,1,no
3344,AirAsia Philippines,3,Family Leisure,Economy Class,Manila to Caticlan,Jan-22,4,3,4,1,1,3,no
3345,AirAsia Philippines,1,Couple Leisure,Economy Class,Caticlan to Cebu,Nov-21,1,1,1,1,1,1,no
3346,AirAsia Philippines,2,Solo Leisure,Economy Class,Bali to Puerto Princessa,Mar-20,,,1,,1,1,no
3347,AirAsia Philippines,1,Family Leisure,Economy Class,Manila to Boracay,Mar-20,,,1,,1,1,no
3348,AirAsia Philippines,1,Solo Leisure,Premium Economy,Tagbilaran to Manila,Jun-20,1,1,1,1,1,1,no
3349,AirAsia Philippines,2,Couple Leisure,Economy Class,Cebu to Singapore,Mar-20,,,1,,1,3,no
3350,AirAsia Philippines,1,Couple Leisure,Economy Class,Manila to Bangkok,Mar-20,,,1,,1,1,no
3351,AirAsia Philippines,1,Couple Leisure,Economy Class,Caticlan to Manila,Apr-20,,,1,,1,1,no
3352,AirAsia Philippines,1,Family Leisure,Economy Class,Manila to Tacloban,Dec-19,,,1,,1,1,no
3353,AirAsia Philippines,1,Solo Leisure,Economy Class,Cebu to Davao,Feb-20,,,1,1,1,1,no
3354,AirAsia Philippines,4,Couple Leisure,Economy Class,Cebu to Kaohsiung,Jan-20,3,3,1,2,1,3,no
3355,AirAsia Philippines,2,Couple Leisure,Economy Class,Cebu to Puerto Princesa,Dec-19,2,2,1,1,1,1,no
3356,AirAsia Philippines,2,Solo Leisure,Economy Class,Davao to Manila,Nov-19,3,1,1,1,1,1,no
3357,AirAsia Philippines,1,Solo Leisure,Economy Class,Puerto Princesa to Manila,Oct-19,1,1,1,1,1,1,no
3358,AirAsia Philippines,3,Family Leisure,Economy Class,Cebu to Manila,Aug-19,4,2,1,2,1,1,no
3359,AirAsia Philippines,1,Family Leisure,Economy Class,Manila to Taipei,Jun-19,5,5,5,5,1,5,yes
3360,AirAsia Philippines,2,Business,Economy Class,Singapore to Cebu,Jul-19,1,3,2,1,1,5,no
3361,AirAsia Philippines,2,Couple Leisure,Economy Class,Manila to Kalibo ,May-19,2,3,1,2,1,1,no
3362,AirAsia Philippines,1,Couple Leisure,Economy Class,Cebu to Davao City,May-19,2,1,1,1,1,1,no
3363,AirAsia Philippines,1,Family Leisure,Economy Class,Singapore to Cebu ,Apr-19,1,2,2,1,1,1,no
3364,AirAsia Philippines,2,Business,Economy Class,Cebu to Manila,Apr-19,3,1,2,4,1,3,no
3365,AirAsia Philippines,1,Solo Leisure,Economy Class,Cagayan de oro to Manila,Apr-19,,,1,1,1,1,no
3366,AirAsia Philippines,1,Solo Leisure,Economy Class,Boracay to Manila,Apr-19,3,4,1,1,1,1,no
3367,AirAsia Philippines,1,Solo Leisure,Economy Class,Manila to Seoul,Mar-19,2,2,1,1,1,1,no
3368,AirAsia Philippines,1,Solo Leisure,Economy Class,Manila to Puerto Princesa,Mar-19,2,3,1,1,1,1,no
3369,AirAsia Philippines,1,Couple Leisure,Economy Class,Manila to Seoul,Jan-19,,,1,,1,2,no
3370,AirAsia Philippines,1,Couple Leisure,Economy Class,Cebu to Manila,Jan-19,,,1,1,1,1,no
3371,AirAsia Philippines,2,Solo Leisure,Economy Class,Kalibo to Malina,Jan-19,1,3,3,1,1,3,no
3372,AirAsia Philippines,1,Business,Economy Class,Clark to Cebu,Dec-18,2,2,1,1,1,1,no
3373,AirAsia Philippines,9,Couple Leisure,Economy Class,Manila to Taiwan,Jul-18,3,5,3,5,1,5,yes
3374,AirAsia Philippines,9,Solo Leisure,Economy Class,Davao to Manila,Jul-18,4,5,3,5,1,5,yes
3375,AirAsia Philippines,9,Family Leisure,Economy Class,Manila to Davao,Jun-18,4,4,3,5,1,5,yes
3376,AirAsia Philippines,5,Solo Leisure,Economy Class,Bangkok to Manila,May-18,3,4,1,3,1,4,yes
3377,AirAsia Philippines,3,Couple Leisure,Economy Class,Manila to Puerto Prinsesa,May-18,1,1,1,2,1,2,no
3378,AirAsia Philippines,1,Business,Economy Class,Cebu to Manila,Mar-18,2,3,1,1,1,3,no
3379,AirAsia Philippines,1,Business,Economy Class,Cebu to Manila,Jan-18,1,,1,1,1,1,no
3380,AirAsia Philippines,1,Couple Leisure,Economy Class,Manila to Davao,Jan-18,,,1,2,1,2,no
3381,AirAsia Philippines,1,Couple Leisure,Economy Class,Manila to Puerto Princesa,Dec-17,3,4,1,1,1,3,no
3382,AirAsia Philippines,4,Family Leisure,Economy Class,Tagbilaran to Manila,Oct-17,4,4,1,1,1,4,yes
3383,AirAsia Philippines,9,Couple Leisure,Economy Class,Cebu to Puerto Princesa,Jun-17,3,4,1,4,1,5,yes
3384,AirAsia Philippines,1,Business,Economy Class,Manila to Cebu,Sep-17,1,1,1,1,1,1,no
3385,AirAsia Philippines,3,Couple Leisure,Economy Class,Manila to Caticlan,Aug-17,3,4,1,1,1,3,no
3386,AirAsia Philippines,1,Couple Leisure,Economy Class,Cebu to Manila,Jul-17,,,1,,1,1,no
3387,AirAsia Philippines,2,Couple Leisure,Economy Class,Kalibo to Manila,Jul-17,3,3,1,2,1,1,no
3388,AirAsia Philippines,1,Family Leisure,Economy Class,Manila to Tacloban,Jun-17,5,5,1,5,1,5,yes
3389,AirAsia Philippines,1,Couple Leisure,Economy Class,KLO to MNL,Dec-16,4,5,1,3,1,5,yes
3390,AirAsia Philippines,7,Couple Leisure,Economy Class,ICN to CEB via MNL,Nov-16,3,5,4,1,1,5,yes
3391,AirAsia Philippines,1,Couple Leisure,Economy Class,MNL to KLO,Aug-16,1,2,1,1,1,1,no
3392,AirAsia Philippines,9,Solo Leisure,Economy Class,MNL to CEB,Jun-16,5,5,1,5,1,5,yes
3393,AirAsia Philippines,4,Solo Leisure,Economy Class,CEB to MNL,May-16,2,1,1,1,1,2,yes
3394,AirAsia Philippines,1,Couple Leisure,Economy Class,MNL to TAC,May-16,2,1,1,1,1,1,no
3395,AirAsia Philippines,1,Family Leisure,Economy Class,MNL to HKG,Mar-16,3,5,2,3,1,1,no
3396,AirAsia Philippines,2,Business,Economy Class,KLO to ICN,Feb-16,2,3,1,2,1,1,no
3397,AirAsia X,8,Couple Leisure,Economy Class,Kuala Lumpur to Incheon,Jun-23,3,4,4,4,1,5,yes
3398,AirAsia X,1,Business,Business Class,Federal Territory of Kuala Lumpur to Sydney,Jul-23,1,1,1,1,1,1,no
3399,AirAsia X,1,Couple Leisure,Economy Class,Kuala Lumpur to Sydney,May-23,2,2,3,1,1,2,no
3400,AirAsia X,1,Solo Leisure,Economy Class,Bangkok to Sydney,Oct-22,,,1,,1,1,no
3401,AirAsia X,1,Business,Economy Class,Osaka to Kota Kinabalu,Mar-23,1,1,1,1,1,1,no
3402,AirAsia X,1,Solo Leisure,Economy Class,Kuala Lumpur to Melbourne,Jan-23,1,2,1,2,1,1,no
3403,AirAsia X,3,Solo Leisure,Economy Class,Sydney to Bangkok,Jan-23,3,4,2,4,3,4,no
3404,AirAsia X,1,Family Leisure,Economy Class,Melbourne to Kuala Lumpur,Jan-23,2,1,1,1,1,1,no
3405,AirAsia X,1,Family Leisure,Premium Economy,Kuala Lumpur to Sapporo ,Dec-22,3,4,3,1,1,1,no
3406,AirAsia X,2,Solo Leisure,Economy Class,Melbourne to Bangkok,Dec-22,3,3,1,1,1,3,no
3407,AirAsia X,1,Solo Leisure,Economy Class,Melbourne to Kuala Lumpur,Dec-22,1,2,2,2,1,1,no
3408,AirAsia X,1,Solo Leisure,Economy Class,Sydney to Tiruchirappalli via Kuala Lumpur,Nov-22,,,1,,1,1,no
3409,AirAsia X,1,Solo Leisure,Economy Class,Melbourne to Taipei via Kuala Lumpur,Sep-22,1,1,1,1,1,1,no
3410,AirAsia X,1,Solo Leisure,Economy Class,Brisbane to Bangkok,Apr-20,,,1,,1,1,no
3411,AirAsia X,1,Couple Leisure,Economy Class,Krabi to Gold Coast via Kuala Lumpur,Apr-20,,,1,1,1,1,no
3412,AirAsia X,1,Solo Leisure,Economy Class,Perth to Chiang Mai via Kuala Lumpur,Apr-20,,,1,,1,1,no
3413,AirAsia X,1,Solo Leisure,Economy Class,Kuala Lumpur to Gold Coast,Dec-19,5,5,1,5,1,5,yes
3414,AirAsia X,1,Solo Leisure,Economy Class,Denpasar to Melbourne via Kuala Lumpur,Jun-20,,,1,,1,1,no
3415,AirAsia X,1,Solo Leisure,Economy Class,Melbourne to Colombo via Kuala Lumpur,Mar-20,,,1,,1,1,no
3416,AirAsia X,1,Solo Leisure,Economy Class,Bangkok to Fukuoka,Mar-20,1,1,1,2,1,1,no
3417,AirAsia X,3,Family Leisure,Economy Class,Kuala Lumpur to Melbourne,Jan-20,3,3,3,3,1,1,no
3418,AirAsia X,7,Solo Leisure,Economy Class,Taipei to Kuala Lumpur,Jan-20,3,3,3,3,1,4,yes
3419,AirAsia X,9,Solo Leisure,Economy Class,Kuala Lumpur to Sapporo,Nov-19,5,5,1,5,1,5,yes
3420,AirAsia X,1,Solo Leisure,Economy Class,Kuala Lumpur to the Gold Coast,Dec-19,5,5,1,5,1,5,yes
3421,AirAsia X,1,Solo Leisure,Economy Class,Kuala Lumpur to Sydney,Nov-19,5,5,4,4,1,5,yes
3422,AirAsia X,3,Solo Leisure,Economy Class,Perth to Denpasar via Lombok,Nov-19,2,4,3,3,1,2,yes
3423,AirAsia X,2,Solo Leisure,Economy Class,Melbourne to Kuala Lumpur,Nov-19,2,4,2,1,1,1,no
3424,AirAsia X,3,Couple Leisure,Premium Economy,Kuala Lumpur to Melbourne,Oct-19,4,1,3,3,3,2,no
3425,AirAsia X,1,Family Leisure,Economy Class,Osaka to Bangkok,Oct-19,3,3,3,5,1,5,yes
3426,AirAsia X,1,Couple Leisure,Economy Class,Kuala Lumpur to Perth,Oct-19,1,,1,2,1,1,no
3427,AirAsia X,2,Family Leisure,Economy Class,Kuala Lumpur to Fukuoka,Sep-19,2,1,2,3,1,3,no
3428,AirAsia X,5,Couple Leisure,Premium Economy,Melbourne to Kuala Lumpur,Aug-19,3,2,3,4,1,3,no
3429,AirAsia X,1,Solo Leisure,Economy Class,Gold Coast to Kuala Lumpur,Sep-19,4,5,5,5,1,5,no
3430,AirAsia X,1,Solo Leisure,Economy Class,Phuket to Melbourne via Kualar Lumpur,Jul-19,1,1,1,1,1,1,no
3431,AirAsia X,1,Family Leisure,Economy Class,Bangkok Don Mueang to Osaka,Jul-19,1,1,1,1,1,2,no
3432,AirAsia X,9,Business,Economy Class,Kuala Lumpur to Gold Coast,Jul-19,2,5,4,3,1,5,yes
3433,AirAsia X,1,Business,Economy Class,Beijing to Kuala Lumpur,Jun-19,1,1,1,1,1,1,no
3434,AirAsia X,8,Solo Leisure,Business Class,Kuala Lumpur to Perth,Apr-19,4,5,3,3,3,4,yes
3435,AirAsia X,3,Couple Leisure,Premium Economy,Langkawi to Melbourne via Kuala Lumpur,Apr-19,3,3,3,1,1,3,no
3436,AirAsia X,6,Solo Leisure,Economy Class,Kuala Lumpur to Sydney,Feb-19,2,3,3,2,1,3,yes
3437,AirAsia X,7,Solo Leisure,Economy Class,Bangkok to Tokyo,Jan-19,3,5,1,4,1,4,yes
3438,AirAsia X,7,Solo Leisure,Economy Class,Seoul to Bangkok,Dec-18,3,4,1,3,1,5,yes
3439,AirAsia X,9,Solo Leisure,Economy Class,Bangkok to Auckland via Kuala Lumpur,Jan-19,3,4,5,4,1,5,yes
3440,AirAsia X,6,Solo Leisure,Economy Class,Tokyo Haneda to Kuala Lumpur,Jan-19,2,2,3,2,1,4,yes
3441,AirAsia X,8,Solo Leisure,Economy Class,Kuala Lumpur to Tokyo Haneda,Jan-19,3,4,3,3,1,4,yes
3442,AirAsia X,6,Couple Leisure,Premium Economy,Seoul Incheon to Kuala Lumpur,Jan-19,3,5,4,2,4,3,no
3443,AirAsia X,6,Solo Leisure,Economy Class,Denpasar to Auckland via Kuala Lumpur,Dec-18,1,4,2,4,1,4,yes
3444,AirAsia X,1,Couple Leisure,Economy Class,Kuala Lumpur to Osaka,Nov-18,,,1,3,1,2,no
3445,AirAsia X,8,Solo Leisure,Economy Class,Amritsar to New Chitose via Kuala Lumpur,Nov-18,4,5,4,4,1,4,yes
3446,AirAsia X,1,Couple Leisure,Economy Class,Kuala Lumpur to Sydney,Mar-18,2,2,1,1,1,1,no
3447,AirAsia X,1,Family Leisure,Economy Class,Kuala Lumpur to Sapporo,Sep-18,,,1,,1,1,no
3448,AirAsia X,1,Family Leisure,Economy Class,Colombo to Sydney via Kuala Lumpur,Aug-18,2,3,2,1,1,1,no
3449,AirAsia X,1,Business,Economy Class,Kuala Lumpur to Melbourne,Aug-18,1,2,1,2,1,3,no
3450,AirAsia X,3,Solo Leisure,Economy Class,Kuala Lumpur to Gold Coast,Jul-18,2,3,3,1,1,3,no
3451,AirAsia X,8,Solo Leisure,Economy Class,Gold Coast to Kuala Lumpur,Jul-18,3,4,4,5,1,4,yes
3452,AirAsia X,1,Solo Leisure,Economy Class,Sydney to Delhi via Kuala Lumpur,Jun-18,1,3,1,1,1,1,no
3453,AirAsia X,8,Solo Leisure,Economy Class,Miri to Shanghai via Kuala Lumpur,May-18,3,4,5,3,1,4,yes
3454,AirAsia X,1,Family Leisure,Economy Class,Melbourne to Phuket via Kuala Lumpur,Jun-18,3,5,5,5,1,5,yes
3455,AirAsia X,1,Solo Leisure,Economy Class,Kuala Lumpur to Gold Coast,Jun-18,5,5,1,5,1,5,yes
3456,AirAsia X,9,Couple Leisure,Premium Economy,Gold Coast to Phuket via Kuala Lumpur,Jun-18,5,5,5,4,1,5,yes
3457,AirAsia X,1,Couple Leisure,Economy Class,Honolulu to Osaka,Apr-18,2,1,1,1,1,1,no
3458,AirAsia X,7,Solo Leisure,Economy Class,Kuala Lumpur to Melbourne,Apr-18,3,4,3,4,2,3,yes
3459,AirAsia X,1,Couple Leisure,Economy Class,Gold Coast to Kuala Lumpur,Mar-18,1,2,3,2,1,2,no
3460,AirAsia X,8,Solo Leisure,Economy Class,Sydney to Bangalore via Kuala Lumpur,Mar-18,3,5,5,5,1,5,yes
3461,AirAsia X,1,Solo Leisure,Economy Class,Sydney to Ho Chi Minh City via Kuala Lumpur,Feb-18,4,5,1,5,1,5,yes
3462,AirAsia X,9,Solo Leisure,Economy Class,Pattaya to Jakarta via Kuala Lumpur ,Dec-17,5,4,4,5,1,5,yes
3463,AirAsia X,8,Solo Leisure,Economy Class,Osaka to Honolulu,Dec-17,5,3,3,5,1,5,yes
3464,AirAsia X,2,Couple Leisure,Economy Class,Tokyo to Denpasar Bali,Jan-18,3,1,1,2,1,1,no
3465,AirAsia X,8,Solo Leisure,Business Class,Sydney to Delhi via Kuala Lumpur,Nov-17,4,4,3,5,3,5,yes
3466,AirAsia X,4,Solo Leisure,Economy Class,Beijing to Melbourne via Kuala Lumpur,Dec-17,3,1,1,2,1,2,no
3467,AirAsia X,8,Couple Leisure,Economy Class,Osaka to Honolulu,Nov-17,4,2,4,4,1,4,yes
3468,AirAsia X,5,Solo Leisure,Economy Class,Osaka to Kuala Lumpur,Sep-17,,,1,2,1,3,no
3469,AirAsia X,9,Solo Leisure,Economy Class,Kuala Lumpur to Gold Coast,Aug-17,3,5,4,5,1,5,yes
3470,AirAsia X,8,Family Leisure,Premium Economy,Osaka to Kuala lumpur,Sep-17,4,5,5,5,1,5,yes
3471,AirAsia X,2,Family Leisure,Economy Class,Tokyo to Bali via Kuala Lumpur,Aug-17,1,1,1,1,1,2,no
3472,AirAsia X,1,Solo Leisure,Economy Class,Sydney to Bangkok via Kuala Lumpur,Sep-16,,,1,,1,1,no
3473,AirAsia X,5,Family Leisure,Premium Economy,Perth to Bangkok,Jul-17,5,5,2,4,2,3,no
3474,AirAsia X,2,Solo Leisure,Economy Class,Tehran to Singapore via Kuala Lumpur,Jun-17,5,3,1,1,1,5,no
3475,AirAsia X,1,Solo Leisure,Economy Class,Melbourne to Ho Chi Minh City via Kuala Lumpur,Jun-17,2,3,3,2,1,2,no
3476,AirAsia X,7,Solo Leisure,Economy Class,Sydney to Kuala Lumpur,May-17,2,4,3,3,1,4,yes
3477,AirAsia X,8,Couple Leisure,Economy Class,Kuala Lumpur to Perth,Apr-17,3,4,5,5,1,5,yes
3478,AirAsia X,9,Solo Leisure,Business Class,Perth to U-Tapao via Kuala Lumpur,Apr-17,5,4,4,4,3,5,yes
3479,AirAsia X,2,Couple Leisure,Premium Economy,Xi'an to Kuala Lumpur,Apr-17,5,1,1,3,1,2,no
3480,AirAsia X,6,Couple Leisure,Economy Class,Perth to Siem Reap via KL,Apr-17,1,1,5,5,1,4,yes
3481,AirAsia X,8,Solo Leisure,Economy Class,Sydney to Phuket via Kuala Lumpur,Apr-17,3,4,3,4,1,4,yes
3482,AirAsia X,1,Couple Leisure,Economy Class,Kuala Lumpur to Taipei,Apr-17,1,1,1,1,1,2,no
3483,AirAsia X,7,Solo Leisure,Economy Class,KUL to AKL via OOL,Feb-17,3,4,3,4,1,5,yes
3484,AirAsia X,7,Family Leisure,Economy Class,AKL to KUL via OOL,Feb-17,3,4,2,4,1,5,yes
3485,AirAsia X,8,Couple Leisure,Economy Class,SYD to COK via KUL,Jan-17,4,3,3,3,1,3,yes
3486,AirAsia X,4,Family Leisure,Economy Class,AKL to KUL via OOL,Dec-16,4,3,2,2,1,3,yes
3487,AirAsia X,7,Solo Leisure,Economy Class,KUL to IKA,Dec-16,2,4,3,3,1,4,yes
3488,AirAsia X,8,Solo Leisure,Economy Class,PER to KUL,Dec-16,1,5,4,3,1,4,yes
3489,AirAsia X,9,Solo Leisure,Economy Class,KUL to SYD,Feb-16,3,5,3,4,1,5,yes
3490,AirAsia X,1,Couple Leisure,Economy Class,KUL to HND,Oct-16,4,5,4,4,1,5,yes
3491,AirAsia X,1,Couple Leisure,Premium Economy,MEL to KUL,Dec-16,5,5,5,5,1,5,yes
3492,AirAsia X,7,Family Leisure,Economy Class,KUL to HND,Nov-16,1,5,5,3,1,4,yes
3493,AirAsia X,8,Solo Leisure,Business Class,KUL to PER,Nov-16,4,3,1,2,1,4,yes
3494,AirAsia X,4,Solo Leisure,Economy Class,ICN to KUL,Nov-16,2,2,2,3,1,3,yes
3495,AirAsia X,7,Solo Leisure,Economy Class,MEL to MNL via KUL,Oct-16,3,4,4,3,1,5,yes
3496,AirAsia X,1,Family Leisure,Economy Class,HND to KUL,Jul-16,4,5,5,5,1,5,yes
3497,AirAsia Zest,1,Solo Leisure,Economy Class,MNL to KLO,Jul-16,5,5,1,5,1,5,yes
3498,AirAsia Zest,2,Solo Leisure,First Class,MNL to HKG,Aug-15,2,3,1,1,1,2,no
3499,AirAsia Zest,3,Family Leisure,Economy Class,Manila to Tagbilaran,Mar-15,3,4,1,1,1,3,no
3500,AirAsia Zest,9,Solo Leisure,Economy Class,Manila to Cebu,Sep-15,4,5,1,5,1,5,yes
3501,AirAsia Zest,1,Solo Leisure,Economy Class,Puerto Princesa to Manila,Aug-15,5,5,1,5,1,5,yes
3502,AirAsia Zest,1,Solo Leisure,Economy Class,KUL to CRK,Aug-15,2,1,2,1,1,2,no
3503,AirAsia Zest,2,,Economy Class,,,1,1,0,,0,2,no
3504,AirAsia Zest,2,,Economy Class,,,2,2,1,,0,3,no
3505,AirAsia Zest,7,,Economy Class,,,3,3,0,,0,3,yes
3506,AirAsia Zest,1,,Economy Class,,,4,1,1,,0,1,no
3507,AirAsia Zest,1,,Economy Class,,,3,3,0,,0,3,no
3508,AirAsia Zest,n,,Economy Class,,,4,1,1,,1,5,no
3509,AirAsia Zest,n,,Economy Class,,,1,1,1,,1,1,no
3510,AirAsia Zest,2,,Economy Class,,,3,3,0,,0,3,no
3511,AirAsia Zest,5,,Economy Class,,,4,4,0,,0,3,no
3512,AirAsia Zest,1,,Economy Class,,,3,2,0,,0,3,no
3513,AirAsia Zest,8,,Economy Class,,,5,5,0,,3,5,yes
3514,AirAsia Zest,7,,Economy Class,,,,,1,,1,4,yes
3515,AirAsia Zest,5,,Economy Class,,,,,1,,1,1,no
3516,AirAsia Zest,n,,Economy Class,,,,,1,,1,1,no
3517,AirAsia Zest,1,,Economy Class,,,,,1,,1,4,yes
3518,AirAsia Zest,1,,Economy Class,,,,,1,,1,4,yes
3519,AirAsia Zest,9,,Economy Class,,,,,1,,1,4,yes
3520,AirAsia Zest,n,,Economy Class,,,,,1,,1,1,no
3521,AirAsia Zest,8,,Economy Class,,,,,1,,1,4,yes
3522,AirAsia Zest,5,,Economy Class,,,,,1,,1,4,no
3523,AirAsia Zest,7,,Economy Class,,,,,1,,1,4,yes
3524,AirAsia Zest,2,,Economy Class,,,,,1,,1,4,no
3525,AirAsia Zest,8,,Economy Class,,,,,1,,1,4,yes
3526,AirAsia Zest,8,,Economy Class,,,,,1,,1,4,yes
3527,AirAsia Zest,9,,Economy Class,,,,,1,,1,4,yes
3528,airBaltic,1,Couple Leisure,Economy Class,Naples to Bergen via Riga,Jun-23,1,1,1,1,1,1,no
3529,airBaltic,1,Solo Leisure,Economy Class,Helsinki to Berlin via Riga,May-23,4,3,5,5,5,5,yes
3530,airBaltic,2,Couple Leisure,Economy Class,Riga to Munich,May-23,1,1,2,1,1,1,no
3531,airBaltic,1,Solo Leisure,Economy Class,Berlin to Riga,Apr-23,1,1,2,1,1,1,yes
3532,airBaltic,1,Business,Economy Class,Tallinn to Dubai via Riga,Apr-23,1,1,1,1,1,1,no
3533,airBaltic,3,Family Leisure,Economy Class,Tallinn to Tenerife via Riga,Jan-23,1,1,1,5,1,3,no
3534,airBaltic,2,Business,Business Class,Tallinn to Vilnius,Dec-22,,,1,1,1,1,no
3535,airBaltic,8,Family Leisure,Economy Class,Dubai to Stockholm via Riga,Nov-22,3,5,4,4,1,5,yes
3536,airBaltic,9,Business,Economy Class,Stockholm to Riga,Oct-22,5,5,1,5,1,4,yes
